Song Title,Artist,Album,Genre,Song Length,Release Year,Date Added,Play Count,Skip Count,Rating,Total Listen Time
Wild Summers,Goodnight Neverland,Old Tree,Alternative,04:21,2014,2023-11-13T02:35:02Z,50,1,4,03:37:56
Last Man Stranded,In Fear and Faith,In Fear and Faith,Metal,03:33,2012,2023-11-13T02:35:02Z,37,1,5,02:11:31
P.O.W. (Power of Will),"My City, My Secret",A.I.,Metal,03:59,2014,2023-11-13T02:35:02Z,21,7,4,01:23:54
Vultrues and Sharks,Oceans Ate Alaska,Lost Isles,Metal,03:38,2015,2023-11-13T02:35:02Z,21,0,4,01:16:20
Infamous Last Words,Tear Out the Heart,Violence,Metal,03:41,2013,2023-11-13T02:35:02Z,36,12,5,02:12:45
I Loved,The Elijah,I Loved I Hated I Created I Destroyed,Alternative,05:40,2012,2023-11-13T02:35:02Z,30,6,4,02:50:20
Not Thinking of You,The Royal,Not Thinking of You,Alternative,03:46,2015,2023-11-13T02:35:02Z,41,1,5,02:34:58
Sooner or Later,Confide,Confide,Metal,03:49,2013,2023-11-13T02:35:02Z,24,10,4,01:31:38
My Curse (Piano Cover),Sean Townsend,Chillswitch Engage,Cover Music,04:39,2019,2023-11-13T02:35:02Z,97,5,5,07:31:07
The Arms of Sorrow (Piano Cover),Sean Townsend,Chillswitch Engage,Cover Music,05:26,2019,2023-11-13T02:35:02Z,94,5,5,08:30:47
This Fire Burns (Piano Cover),Sean Townsend,Chillswitch Engage,Cover Music,05:18,2019,2023-11-13T02:35:02Z,86,2,5,07:35:52
The End of Heartache (Piano Cover),Sean Townsend,Chillswitch Engage,Cover Music,05:51,2019,2023-11-13T02:35:02Z,71,5,5,06:55:24
Hall of Fame (feat. will.i.am),The Script,#3 (Deluxe Version),Pop,03:22,2012,2023-11-13T02:35:02Z,2,2,4,00:06:45
Six Degrees of Separation,The Script,#3 (Deluxe Version),Pop,03:52,2012,2023-11-13T02:35:02Z,0,1,4,00:00:00
So Far Away,Staind,14 Shades of Grey,Rock,04:04,2003,2023-11-13T02:35:02Z,2,0,3,00:08:08
My Heroine (Acoustic),Silverstein,18 Candles: The Early Years,Hard Rock,03:34,2006,2023-11-13T02:35:02Z,0,0,5,00:00:00
Citizen/Soldier,3 Doors Down,3 Doors Down (Bonus Track Version),Rock,03:52,2007,2023-11-13T02:35:02Z,1,0,3,00:03:52
5 O'Clock (feat. Wiz Khalifa & Lily Allen),T-Pain,5 O'Clock (feat. Wiz Khalifa & Lily Allen) - Single,Hip-Hop/Rap,04:40,2011,2023-11-13T02:35:02Z,10,1,4,00:46:47
Lose Yourself,Eminem,8 Mile (Music from and Inspired By the Motion Picture),Soundtrack,05:20,2002,2023-11-13T02:35:02Z,0,0,4,00:00:00
Heartless,Kanye West,808s & Heartbreak (Bonus Video Version),Hip Hop/Rap,03:31,2008,2023-11-13T02:35:02Z,0,0,5,00:00:00
The Kill,Thirty Seconds to Mars,A Beautiful Lie,Alternative,03:51,2005,2023-11-13T02:35:02Z,12,3,4,00:46:18
I Write Sins Not Tragedies,Panic! At the Disco,A Fever You Can't Sweat Out,Alternative,03:06,2005,2023-11-13T02:35:02Z,2,1,3,00:06:13
Ambulance Chaser,Search the City,A Fire So Big the Heavens Can See It,Rock,03:18,2008,2023-11-13T02:35:02Z,23,2,5,01:16:12
The Rescue,Search the City,A Fire So Big the Heavens Can See It,Rock,03:28,2008,2023-11-13T02:35:02Z,24,0,5,01:23:20
I'd Hate to Be You When People Find Out What This Song Is About,Mayday Parade,A Lesson In Romantics,Alternative,04:01,2007,2023-11-13T02:35:02Z,5,1,3,00:20:07
"If You Wanted a Song Written About You, All You Had to Do Was Ask",Mayday Parade,A Lesson In Romantics,Alternative,04:04,2007,2023-11-13T02:35:02Z,3,2,3,00:12:13
Don't Say Goodnight,Plug In Stereo,A Little Peace - EP,Pop,03:55,2014,2023-11-13T02:35:02Z,9,0,5,00:35:19
The End (feat. Lights),Silverstein,A Shipwreck In the Sand,Rock,07:28,2009,2023-11-13T02:35:02Z,5,2,4,00:37:22
A Thousand Years (Tribute to Christina Perri),Jake Coco & Alex G,A Thousand Years (Tribute to Christina Perri) - Single,Singer/Songwriter,04:56,2011,2023-11-13T02:35:02Z,0,0,4,00:00:00
Fall for You,Secondhand Serenade,A Twist In My Story (Bonus Track Version),Alternative,03:03,2008,2023-11-13T02:35:02Z,13,2,5,00:39:46
Goodbye,Secondhand Serenade,A Twist In My Story (Bonus Track Version),Alternative,05:26,2008,2023-11-13T02:35:02Z,11,2,5,00:59:54
"Stay Close, Don't Go",Secondhand Serenade,A Twist In My Story (Bonus Track Version),Alternative,03:33,2008,2023-11-13T02:35:02Z,7,6,5,00:24:57
Why,Secondhand Serenade,A Twist In My Story (Bonus Track Version),Alternative,04:13,2008,2023-11-13T02:35:02Z,8,3,5,00:33:46
Your Call,Secondhand Serenade,A Twist In My Story (Bonus Track Version),Alternative,03:54,2008,2023-11-13T02:35:02Z,7,0,5,00:27:20
The Choice Is Yours (Revisited),Black Sheep,A Wolf In Sheep's Clothing,Hip-Hop/Rap,04:03,1991,2023-11-13T02:35:02Z,1,0,3,00:04:03
Let Me Go,3 Doors Down,Acoustic - EP,Rock,03:48,2006,2023-11-13T02:35:02Z,0,0,4,00:00:00
Dear Carolina Acoustic Version,This Love,Acoustic Sampler - Single,Pop,05:08,2011,2023-11-13T02:35:02Z,12,4,5,01:01:45
Sweet Action,This Love,Acoustic Sampler - Single,Pop,03:53,2011,2023-11-13T02:35:02Z,25,2,5,01:37:16
So Small,Boyce Avenue,"Acoustic Sessions, Vol. 1",Singer/Songwriter,02:30,2008,2023-11-13T02:35:02Z,3,0,4,00:07:32
Home,Boyce Avenue,"Acoustic Sessions, Vol. 3",Singer/Songwriter,03:10,2009,2023-11-13T02:35:02Z,2,0,4,00:06:20
All the Way,Timeflies,After Hours (Deluxe Version),Pop,02:59,2014,2023-11-13T02:35:02Z,14,2,5,00:41:54
Seasons,The Veer Union,Against the Grain,Rock,03:47,2009,2023-11-13T02:35:02Z,5,7,4,00:18:56
Cliffs of Dover,Eric Johnson,Ah Via Musicom,Rock,04:09,1990,2023-11-13T02:35:02Z,0,0,4,00:00:00
Ain't Much Left of Lovin' You,Randy Montana,Ain't Much Left of Lovin' You - Single,Country,04:12,2010,2023-11-13T02:35:02Z,3,1,5,00:12:38
Say the Word,The Classic Crime,Albatross,Rock,04:26,2006,2023-11-13T02:35:02Z,2,0,4,00:08:53
Down On Me (feat. 50 Cent) [feat. 50 Cent],Jeremih & 50 Cent,All About You (Deluxe Edition),R&B/Soul,03:48,2010,2023-11-13T02:35:02Z,1,0,4,00:03:48
Livin' On a Prayer,Stellar Kart,All Gas. No Brake.,Rock,03:09,2005,2023-11-13T02:35:02Z,0,0,4,00:00:00
Ones and Zeroes,Stellar Kart,All In,Christian & Gospel,04:06,2013,2023-11-13T02:35:02Z,0,0,5,00:00:00
Far Away,Nickelback,All the Right Reasons,Rock,03:58,2005,2023-11-13T02:35:02Z,9,4,4,00:35:43
If Everyone Cared,Nickelback,All the Right Reasons,Rock,03:37,2005,2023-11-13T02:35:02Z,12,4,4,00:43:35
Photograph,Nickelback,All the Right Reasons,Rock,04:18,2005,2023-11-13T02:35:02Z,0,0,4,00:00:00
Tonight,Boyce Avenue,All We Have Left,Rock,04:26,2010,2023-11-13T02:35:02Z,2,0,4,00:08:53
Tubthumping,Chumbawamba,All-Star Sports Jams,Rock,03:32,2004,2023-11-13T02:35:02Z,11,2,5,00:38:52
Through the Ghost,Shinedown,Amaryllis,Hard Rock,04:01,2012,2023-11-13T02:35:02Z,2,0,4,00:08:02
Impulse,An Endless Sporadic,Ameliorate - EP,Rock,04:25,2007,2023-11-13T02:35:02Z,0,0,4,00:00:00
Believer,American Authors,American Authors - EP,Alternative,03:04,2013,2023-11-13T02:35:02Z,7,3,4,00:21:32
Best Day of My Life,American Authors,American Authors - EP,Alternative,03:14,2013,2023-11-13T02:35:02Z,9,4,4,00:29:08
Home,American Authors,American Authors - EP,Alternative,04:08,2013,2023-11-13T02:35:02Z,8,1,4,00:33:10
Wake Me Up When September Ends,Green Day,American Idiot,Alternative,04:45,2004,2023-11-13T02:35:02Z,0,0,4,00:00:00
Water,Brad Paisley,American Saturday Night (Bonus Track Version),Country,04:21,2009,2023-11-13T02:35:02Z,1,1,3,00:04:21
Been to Hell,Hollywood Undead,American Tragedy (Deluxe Edition),Hard Rock,03:23,2011,2023-11-13T02:35:02Z,0,0,4,00:00:00
I Don't Wanna Die,Hollywood Undead,American Tragedy (Deluxe Edition),Hard Rock,03:58,2011,2023-11-13T02:35:02Z,1,0,4,00:03:58
Mother Murder,Hollywood Undead,American Tragedy (Deluxe Edition),Rock,04:09,2011,2023-11-13T02:35:02Z,2,0,3,00:08:19
My Town,Hollywood Undead,American Tragedy (Deluxe Edition),Hard Rock,03:36,2011,2023-11-13T02:35:02Z,0,0,3,00:00:00
Angel,Akon,Angel - Single,Pop,03:35,2010,2023-11-13T02:35:03Z,0,0,4,00:00:00
Kites,Geographer,Animal Shapes,Alternative,04:23,2010,2023-11-13T02:35:03Z,13,0,4,00:57:03
Taylor Swift Mash-Up,Anthem Lights,Anthem Lights Covers Part II,Christian & Gospel,04:39,2013,2023-11-13T02:35:03Z,8,4,4,00:37:14
Any Other Way,We the Kings,Any Other Way (Any Other Way) - Single,Alternative,03:44,2013,2023-11-13T02:35:03Z,15,0,4,00:56:13
Anywhere But Here,Mayday Parade,Anywhere But Here (Deluxe Version),Alternative,03:10,2009,2023-11-13T02:35:03Z,11,3,4,00:34:56
Get Up,Mayday Parade,Anywhere But Here (Deluxe Version),Alternative,03:01,2009,2023-11-13T02:35:03Z,1,0,4,00:03:01
I Swear This Time I Mean It,Mayday Parade,Anywhere But Here (Deluxe Version),Alternative,04:01,2009,2023-11-13T02:35:03Z,0,1,4,00:00:00
"If You Can't Live Without Me, Why Aren't You Dead Yet?",Mayday Parade,Anywhere But Here (Deluxe Version),Alternative,03:38,2009,2023-11-13T02:35:03Z,1,0,4,00:03:38
Save Your Heart,Mayday Parade,Anywhere But Here (Deluxe Version),Alternative,03:42,2009,2023-11-13T02:35:03Z,1,0,4,00:03:42
So Far Away (Bonus Track),Mayday Parade,Anywhere But Here (Deluxe Version),Alternative,04:37,2009,2023-11-13T02:35:03Z,15,0,4,01:09:21
The End,Mayday Parade,Anywhere But Here (Deluxe Version),Alternative,03:37,2009,2023-11-13T02:35:03Z,8,3,4,00:29:01
The Memory (Bonus Track),Mayday Parade,Anywhere But Here (Deluxe Version),Alternative,04:10,2009,2023-11-13T02:35:03Z,7,2,4,00:29:10
The Silence,Mayday Parade,Anywhere But Here (Deluxe Version),Alternative,03:35,2009,2023-11-13T02:35:03Z,10,0,5,00:35:57
I Swear This Time I Mean It,Mayday Parade,Anywhere But Here,Alternative,04:01,2009,2023-11-13T02:35:03Z,0,0,4,00:00:00
Savior,Rise Against,Appeal to Reason,Rock,04:02,2008,2023-11-13T02:35:03Z,8,3,4,00:32:18
Sweet Child O' Mine,Guns N' Roses,Appetite for Destruction,Hard Rock,05:56,1987,2023-11-13T02:35:03Z,0,0,4,00:00:00
Welcome to the Jungle,Guns N' Roses,Appetite for Destruction,Hard Rock,04:33,1987,2023-11-13T02:35:03Z,2,0,4,00:09:07
My Curse,Killswitch Engage,As Daylight Dies (Special Edition),Metal,04:04,2006,2023-11-13T02:35:03Z,21,0,5,01:25:40
As She's Walking Away (feat. Alan Jackson),Zac Brown Band,As She's Walking Away (feat. Alan Jackson) - Single,Country,03:44,2010,2023-11-13T02:35:03Z,6,2,5,00:22:29
Almost Easy,Avenged Sevenfold,Avenged Sevenfold,Hard Rock,03:54,2007,2023-11-13T02:35:03Z,0,0,4,00:00:00
Hero,Skillet,Awake (Deluxe Version),Hard Rock,03:06,2009,2023-11-13T02:35:03Z,5,1,5,00:15:33
It's Not Me It's You,Skillet,Awake (Deluxe Version),Hard Rock,03:24,2009,2023-11-13T02:35:03Z,2,1,4,00:06:49
Lucy,Skillet,Awake (Deluxe Version),Hard Rock,03:38,2009,2023-11-13T02:35:03Z,0,0,4,00:00:00
Monster,Skillet,Awake (Deluxe Version),Hard Rock,02:57,2009,2023-11-13T02:35:03Z,1,0,3,00:02:57
Never Surrender,Skillet,Awake (Deluxe Version),Hard Rock,03:30,2009,2023-11-13T02:35:03Z,1,0,4,00:03:30
Broken,Secondhand Serenade,Awake,Rock,03:52,2005,2023-11-13T02:35:03Z,0,0,3,00:00:00
End,Secondhand Serenade,Awake,Alternative,04:12,2005,2023-11-13T02:35:03Z,2,0,4,00:08:24
It's Not Over,Secondhand Serenade,Awake,Rock,03:28,2007,2023-11-13T02:35:03Z,2,0,3,00:06:56
Take Me With You,Secondhand Serenade,Awake,Rock,04:52,2007,2023-11-13T02:35:03Z,0,0,3,00:00:00
Your Call,Secondhand Serenade,Awake,Rock,03:44,2005,2023-11-13T02:35:03Z,0,0,4,00:00:00
Awake and Alive,Skillet,Awake,Hard Rock,03:29,2009,2023-11-13T02:35:03Z,10,0,5,00:34:54
Nothin' On You (feat. Bruno Mars),B.o.B,B.o.B Presents: The Adventures of Bobby Ray (Deluxe),Hip-Hop/Rap,04:29,2009,2023-11-13T02:35:03Z,10,1,5,00:44:56
I Will Wait,Mumford & Sons,Babel (Deluxe Edition),Alternative,04:36,2012,2023-11-13T02:35:03Z,29,2,5,02:13:44
"Amish Paradise (Parody of ""Gangsta's Paradise"" by Coolio)","""Weird Al"" Yankovic",Bad Hair Day,Pop,03:20,1996,2023-11-13T02:35:03Z,0,0,4,00:00:00
20 Years,The Civil Wars,Barton Hollow,Alternative,03:01,2011,2023-11-13T02:35:03Z,48,6,5,02:25:18
Sun,Two Door Cinema Club,Beacon,Alternative,03:07,2012,2023-11-13T02:35:03Z,19,2,5,00:59:26
Edge of the Road,JB and the Moonshine Band,Beer for Breakfast,Country,03:09,2012,2023-11-13T02:35:03Z,2,1,3,00:06:18
Smith County Line,JB and the Moonshine Band,Beer for Breakfast,Country,04:20,2012,2023-11-13T02:35:03Z,4,1,3,00:17:21
Best Love Song (feat. Chris Brown),T-Pain,Best Love Song (feat. Chris Brown) - Single,Hip-Hop/Rap,03:17,2011,2023-11-13T02:35:03Z,17,1,5,00:55:59
Beyond the Gates,For All Eternity,Beyond the Gates,Metal,04:50,2012,2023-11-13T02:35:03Z,13,1,5,01:03:00
Listen to Your Heart,The Maine,Black & White (Deluxe Version),Pop,03:15,2010,2023-11-13T02:35:03Z,17,6,5,00:55:18
Right Girl,The Maine,Black & White (Deluxe Version),Pop,03:36,2010,2023-11-13T02:35:03Z,12,3,5,00:43:23
Picture Perfect,Sevendust,Black Out the Sun,Rock,03:47,2013,2023-11-13T02:35:03Z,1,0,3,00:03:47
In My Arms,Plumb,Blink,Christian & Gospel,04:03,2007,2023-11-13T02:35:03Z,1,0,3,00:04:03
Blink,Revive,Blink,Christian & Gospel,03:53,2010,2023-11-13T02:35:03Z,12,0,5,00:46:37
Hold On Love,Revive,Blink,Christian & Gospel,03:35,2010,2023-11-13T02:35:03Z,10,1,5,00:35:56
Missed Calls,Mac Miller,Blue Slide Park,Hip-Hop/Rap,02:58,2011,2023-11-13T02:35:03Z,9,0,5,00:26:50
Can't Be Touched (feat. Mr. Magic & Trouble),Roy Jones Jr.,"Body Head Bangerz, Vol. 1",Hip-Hop/Rap,03:34,2004,2023-11-13T02:35:03Z,2,0,3,00:07:08
Holocene,Bon Iver,Bon Iver,Alternative,05:36,2011,2023-11-13T02:35:03Z,19,2,5,01:46:35
The Breach (Oliver Tank Remix),Dustin Tebbutt,Bones - EP,Alternative,03:24,2014,2023-11-13T02:35:03Z,9,1,5,00:30:37
Boulevard of Broken Dreams,Green Day,Boulevard of Broken Dreams - Single,Alternative,04:21,2004,2023-11-13T02:35:03Z,0,0,4,00:00:00
There Is,Box Car Racer,Box Car Racer,Rock,03:18,2002,2023-11-13T02:35:03Z,0,0,3,00:00:00
The Only Exception,Paramore,Brand New Eyes,Alternative,04:27,2009,2023-11-13T02:35:03Z,10,1,4,00:44:35
It's Been Awhile,Staind,Break the Cycle,Hard Rock,04:24,2001,2023-11-13T02:35:03Z,0,0,3,00:00:00
Outside,Staind,Break the Cycle,Rock,04:53,2001,2023-11-13T02:35:03Z,2,0,3,00:09:46
Awake My Soul (feat. Lecrae),Chris Tomlin,Burning Lights,Christian & Gospel,03:54,2013,2023-11-13T02:35:03Z,0,1,3,00:00:00
Thank You God for Saving Me (feat. Phil Wickham),Chris Tomlin,Burning Lights,Christian & Gospel,04:26,2013,2023-11-13T02:35:03Z,0,1,3,00:00:00
Damn the Rain,Randy Rogers Band,Burning the Day,Country,03:01,2010,2023-11-13T02:35:03Z,0,0,4,00:00:00
"10,000 Reasons",Rend Collective,Campfire,Christian & Gospel,05:00,2013,2023-11-13T02:35:03Z,13,1,5,01:05:05
Desert Soul,Rend Collective,Campfire,Christian & Gospel,04:22,2013,2023-11-13T02:35:03Z,4,1,5,00:17:29
You and I Tonight,Faber Drive,can'T KeEp a SecrEt,Pop,03:41,2009,2023-11-13T02:35:03Z,11,3,4,00:40:36
Into Your Arms,The Maine,Can't Stop Won't Stop,Alternative,03:59,2008,2023-11-13T02:35:03Z,21,2,5,01:23:43
Safeguards,Wolves At the Gate,Captors,Hard Rock,04:01,2012,2023-11-13T02:35:03Z,11,0,5,00:44:18
Voice of Truth,Casting Crowns,Casting Crowns,Christian & Gospel,05:23,2003,2023-11-13T02:35:03Z,0,0,3,00:00:00
Crash,Digital Summer,Cause and Effect,Rock,03:50,2007,2023-11-13T02:35:03Z,10,4,4,00:38:27
Jezebel,Memphis May Fire,Challenger,Rock,04:21,2012,2023-11-13T02:35:03Z,7,4,3,00:30:27
Let the Drummer Kick,Citizen Cope,Citizen Cope,Rock,04:17,2002,2023-11-13T02:35:03Z,8,0,5,00:34:16
Bohemian Rhapsody,Queen,Classic Queen,Rock,05:55,1992,2023-11-13T02:35:03Z,0,0,3,00:00:00
The Trouble With Girls,Scotty McCreery,Clear As Day,Country,03:49,2011,2023-11-13T02:35:03Z,6,4,4,00:22:57
You Are a Tourist,Death Cab for Cutie,Codes and Keys (Deluxe Version),Alternative,04:46,2011,2023-11-13T02:35:03Z,27,6,5,02:08:59
Savior,Skillet,Collide,Hard Rock,04:33,2003,2023-11-13T02:35:03Z,1,0,4,00:04:33
Comatose,Skillet,Comatose,Hard Rock,03:50,2006,2023-11-13T02:35:04Z,0,0,5,00:00:00
Falling Inside the Black,Skillet,Comatose,Hard Rock,03:30,2006,2023-11-13T02:35:04Z,10,4,5,00:35:00
Say Goodbye,Skillet,Comatose,Hard Rock,04:16,2006,2023-11-13T02:35:04Z,0,0,3,00:00:00
The Older I Get,Skillet,Comatose,Hard Rock,03:38,2006,2023-11-13T02:35:04Z,0,0,4,00:00:00
Whispers In the Dark,Skillet,Comatose,Hard Rock,03:24,2006,2023-11-13T02:35:04Z,0,0,4,00:00:00
Yours to Hold,Skillet,Comatose,Hard Rock,03:41,2006,2023-11-13T02:35:04Z,0,0,3,00:00:00
Through Glass,Stone Sour,Come What(ever) May,Hard Rock,04:42,2006,2023-11-13T02:35:04Z,2,0,4,00:09:25
I'm Already Gone,A Day to Remember,Common Courtesy (Extended Version),Rock,04:04,2013,2023-11-13T02:35:04Z,3,3,4,00:12:12
Sweet Disposition,The Temper Trap,Conditions,Alternative,03:50,2008,2023-11-13T02:35:04Z,15,2,5,00:57:41
Secrets and Regrets,Pillar,Confessions,Christian & Gospel,04:43,2009,2023-11-13T02:35:04Z,0,0,4,00:00:00
Perfect (Acoustic),Simple Plan,Confessions of a Teenage Drama Queen,Pop,04:07,2004,2023-11-13T02:35:04Z,0,0,3,00:00:00
There's No Going Back,Sick Puppies,Connect (Deluxe Version),Rock,03:22,2013,2023-11-13T02:35:04Z,13,0,3,00:43:57
Gravity,John Mayer,Continuum,Rock,04:05,2006,2023-11-13T02:35:04Z,2,4,4,00:08:11
The Way It Ends,Prototype,Continuum,Alternative,05:21,2006,2023-11-13T02:35:04Z,0,0,3,00:00:00
Approach the Bench,The Audition,Controversy Loves Company,Alternative,02:49,2006,2023-11-13T02:35:04Z,14,1,5,00:39:30
Moments,Emerson Drive,Countrified,Country,04:58,2006,2023-11-13T02:35:04Z,0,0,3,00:00:00
Country Boy (feat. George Jones & Charlie Daniels),Aaron Lewis,Country Boy - Single,Country,04:48,2010,2023-11-13T02:35:04Z,1,7,3,00:04:48
Mean (feat. Megan Nicole),Boyce Avenue,"Cover Collaborations, Vol. 1",Singer/Songwriter,04:00,2010,2023-11-13T02:35:04Z,0,0,3,00:00:00
With or Without You (feat. Kina Grannis),Boyce Avenue,"Cover Collaborations, Vol. 1",Singer/Songwriter,04:03,2010,2023-11-13T02:35:04Z,2,0,4,00:08:06
Play It Again,Luke Bryan,Crash My Party,Country,03:46,2013,2023-11-13T02:35:04Z,2,0,4,00:07:33
The Proof of Your Love,for KING & COUNTRY,Crave,Christian & Gospel,03:17,2012,2023-11-13T02:35:04Z,1,0,4,00:03:17
Crazy Girl,Eli Young Band,Crazy Girl - EP,Country,03:21,2011,2023-11-13T02:35:04Z,3,0,5,00:10:03
Even If It Breaks Your Heart,Eli Young Band,Crazy Girl - EP,Country,03:40,2011,2023-11-13T02:35:04Z,1,1,5,00:03:40
The Fight,Eli Young Band,Crazy Girl - EP,Country,04:23,2011,2023-11-13T02:35:04Z,2,2,5,00:08:47
Be Your Everything,Boys Like Girls,Crazy World - EP,Alternative,03:30,2012,2023-11-13T02:35:04Z,13,3,4,00:45:39
Tonight,FM Static,Critically Ashamed,Alternative,03:38,2006,2023-11-13T02:35:04Z,1,0,3,00:03:38
When I'm Gone,Eminem,Curtain Call - The Hits,Hip Hop/Rap,04:40,2005,2023-11-13T02:35:04Z,1,1,3,00:04:40
When I'm Gone,Eminem,Curtain Call: The Hits (Deluxe Version),Hip-Hop/Rap,04:41,2005,2023-11-13T02:35:04Z,0,0,3,00:00:00
Sing for the Moment,Eminem,Curtain Call: The Hits,Hip-Hop/Rap,05:39,2002,2023-11-13T02:35:04Z,1,0,4,00:05:39
My Band,D12,D12 World,Hip-Hop/Rap,04:58,2004,2023-11-13T02:35:04Z,1,0,3,00:04:58
If Today Was Your Last Day,Nickelback,Dark Horse,Rock,04:09,2008,2023-11-13T02:35:04Z,8,3,4,00:33:12
Never Gonna Be Alone,Nickelback,Dark Horse,Rock,03:47,2008,2023-11-13T02:35:04Z,11,2,4,00:41:37
It's Not Over,Daughtry,Daughtry,Pop,03:35,2006,2023-11-13T02:35:04Z,0,0,4,00:00:00
Barriers,David Archuleta,David Archuleta (Deluxe Version),Pop,03:50,2008,2023-11-13T02:35:04Z,0,0,4,00:00:00
Rain Song,Day of Fire,Day of Fire,Christian & Gospel,03:59,2001,2023-11-13T02:35:04Z,12,2,5,00:47:50
A Promise,Dead By April,Dead By April (Bonus Version),Rock,03:37,2009,2023-11-13T02:35:04Z,9,1,4,00:32:35
Angels of Clarity,Dead By April,Dead By April (Bonus Version),Rock,03:41,2009,2023-11-13T02:35:04Z,12,1,4,00:44:17
Carry Me,Dead By April,Dead By April (Bonus Version),Rock,03:48,2009,2023-11-13T02:35:04Z,16,0,5,01:00:59
Falling Behind,Dead By April,Dead By April (Bonus Version),Rock,03:26,2009,2023-11-13T02:35:04Z,14,0,4,00:48:16
Leaves Falling (Bonus Track),Dead By April,Dead By April (Bonus Version),Rock,03:23,2009,2023-11-13T02:35:04Z,17,0,4,00:57:43
Losing You,Dead By April,Dead By April (Bonus Version),Rock,03:57,2009,2023-11-13T02:35:04Z,8,3,4,00:31:42
Dear Agony,Breaking Benjamin,Dear Agony,Hard Rock,04:18,2009,2023-11-13T02:35:04Z,10,2,5,00:43:02
Without You,Breaking Benjamin,Dear Agony,Hard Rock,04:16,2009,2023-11-13T02:35:04Z,13,1,4,00:55:37
Discovering the Waterfront,Silverstein,Discovering the Waterfront,Alternative,04:45,2005,2023-11-13T02:35:04Z,7,2,5,00:33:18
Smile In Your Sleep,Silverstein,Discovering the Waterfront,Rock,03:13,2005,2023-11-13T02:35:04Z,16,0,5,00:51:42
DJ Got Us Fallin' In Love (feat. Pitbull),Usher,DJ Got Us Fallin' In Love (feat. Pitbull) - Single,R&B/Soul,03:42,2010,2023-11-13T02:35:04Z,1,1,3,00:03:42
Your Guardian Angel,The Red Jumpsuit Apparatus,Don't You Fake It,Rock,03:49,2006,2023-11-13T02:35:04Z,9,3,4,00:34:23
Donald Trump,Mac Miller,Donald Trump - Single,Hip-Hop/Rap,02:45,2011,2023-11-13T02:35:04Z,14,2,4,00:38:42
Grenade,Bruno Mars,Doo-Wops & Hooligans (Deluxe Version),Pop,03:42,2010,2023-11-13T02:35:04Z,0,0,3,00:00:00
F.C.P.R.E.M.I.X.,The Fall of Troy,Doppelganger,Rock,03:57,2005,2023-11-13T02:35:04Z,10,2,4,00:39:36
Bad Ass,5 Alarm Music,Dramatic,Soundtrack,02:02,2008,2023-11-13T02:35:04Z,0,1,3,00:00:00
Battle Begins,5 Alarm Music,Dramatic,Soundtrack,02:08,2008,2023-11-13T02:35:04Z,0,0,3,00:00:00
High Drama,5 Alarm Music,Dramatic,Soundtrack,01:15,2008,2023-11-13T02:35:04Z,0,0,3,00:00:00
In Danger,5 Alarm Music,Dramatic,Soundtrack,02:05,2008,2023-11-13T02:35:04Z,0,2,3,00:00:00
Storm Approaching,5 Alarm Music,Dramatic,Soundtrack,02:07,2008,2023-11-13T02:35:04Z,1,3,3,00:02:07
Dramatic Music,Drullen,Dramatic Music,Soundtrack,01:47,2009,2023-11-13T02:35:04Z,2,1,4,00:03:35
Dreaming of Love,Lights Resolve,Dreaming of Love,Alternative,03:51,2009,2023-11-13T02:35:04Z,10,3,5,00:38:32
Last Night I Heard Everything In Slow Motion,Oliver Tank,Dreams,Electronic,03:44,2011,2023-11-13T02:35:04Z,107,7,5,06:40:21
Sing It Back,Skyward,Drift EP,Rock,05:08,2014,2023-11-13T02:35:04Z,0,0,3,00:00:00
Drunk Last Night,Eli Young Band,Drunk Last Night - Single,Country,03:38,2013,2023-11-13T02:35:04Z,2,0,4,00:07:17
Not Good Enough for Truth In Cliché,Escape the Fate,Dying Is Your Latest Fashion,Alternative,03:51,2006,2023-11-13T02:35:04Z,0,0,5,00:00:00
Like Toy Soldiers,Eminem,Encore (Deluxe Version),Hip-Hop/Rap,04:56,2004,2023-11-13T02:35:04Z,0,0,4,00:00:00
Mockingbird,Eminem,Encore (Deluxe Version),Hip-Hop/Rap,04:10,2004,2023-11-13T02:35:04Z,0,0,4,00:00:00
Break Me Down,Red,End of Silence,Alternative,04:14,2006,2023-11-13T02:35:04Z,5,0,4,00:21:14
Breathe Into Me,Red,End of Silence,Rock,03:34,2006,2023-11-13T02:35:04Z,13,0,5,00:46:25
