Song Title,Artist,Album,Genre,Song Length,Release Year,Date Added,Play Count,Skip Count,Rating,Total Listen Time
Opening - Super Smash Bros. Melee,Shogo Sakai,Super Smash Bros. Anthology - Vol. 01: Super Smash Bros.,Game,01:31,2001,2023-12-10T01:09:57Z,0,0,0,00:00:00
Opening - Super Smash Bros. Melee (Announcer),"Shogo Sakai, Dean Harrington",Super Smash Bros. Anthology - Vol. 01: Super Smash Bros.,Game,01:31,2001,2023-12-10T01:09:57Z,0,1,0,00:00:00
Opening - Super Smash Bros. Melee (Brawl),Kentaro Ishizaka,Super Smash Bros. Anthology - Vol. 01: Super Smash Bros.,Game,03:15,2008,2023-12-10T01:09:57Z,0,0,0,00:00:00
Main Theme - Super Smash Bros. Brawl,Nobuo Uematsu,Super Smash Bros. Anthology - Vol. 01: Super Smash Bros.,Game,01:59,2006,2023-12-10T01:09:57Z,0,0,0,00:00:00
Opening - Super Smash Bros. for Wii U,Junichi Nakatsuru,Super Smash Bros. Anthology - Vol. 01: Super Smash Bros.,Game,01:40,2014,2023-12-10T01:09:57Z,0,0,0,00:00:00
Opening - Super Smash Bros. for Wii U (Announcer),"Junichi Nakatsuru, Xander Mobus",Super Smash Bros. Anthology - Vol. 01: Super Smash Bros.,Game,01:40,2014,2023-12-10T01:09:57Z,0,0,0,00:00:00
How to Play - Super Smash Bros.,Hirokazu Ando,Super Smash Bros. Anthology - Vol. 01: Super Smash Bros.,Game,02:54,1999,2023-12-10T01:09:57Z,0,0,0,00:00:00
How to Play - Super Smash Bros. Melee,Motoi Sakuraba,Super Smash Bros. Anthology - Vol. 01: Super Smash Bros.,Game,04:40,2018,2023-12-10T01:09:57Z,0,0,0,00:00:00
How to Play - Super Smash Bros. Melee,Hirokazu Ando,Super Smash Bros. Anthology - Vol. 01: Super Smash Bros.,Game,03:03,2001,2023-12-10T01:09:57Z,0,0,0,00:00:00
Menu - Super Smash Bros.,Hirokazu Ando,Super Smash Bros. Anthology - Vol. 01: Super Smash Bros.,Game,05:09,1999,2023-12-10T01:09:57Z,0,0,0,00:00:00
Menu - Super Smash Bros. Melee,Hirokazu Ando,Super Smash Bros. Anthology - Vol. 01: Super Smash Bros.,Game,01:52,2001,2023-12-10T01:09:57Z,0,1,0,00:00:00
Menu - Super Smash Bros. Melee (Brawl),Motoi Sakuraba,Super Smash Bros. Anthology - Vol. 01: Super Smash Bros.,Game,03:27,2007,2023-12-10T01:09:57Z,0,2,5,00:00:00
Menu 2 - Super Smash Bros. Melee,Shogo Sakai,Super Smash Bros. Anthology - Vol. 01: Super Smash Bros.,Game,02:08,2001,2023-12-10T01:09:57Z,0,0,0,00:00:00
Menu 2 - Super Smash Bros. Melee (Brawl Mix),Shogo Sakai,Super Smash Bros. Anthology - Vol. 01: Super Smash Bros.,Game,02:34,2008,2023-12-10T01:09:57Z,0,1,0,00:00:00
Boss Battle - Super Smash Bros. Brawl,Shogo Sakai,Super Smash Bros. Anthology - Vol. 01: Super Smash Bros.,Game,02:11,2008,2023-12-10T01:09:57Z,0,1,5,00:00:00
Menu - Super Smash Bros. Brawl,Nobuo Uematsu,Super Smash Bros. Anthology - Vol. 01: Super Smash Bros.,Game,03:16,2008,2023-12-10T01:09:57Z,0,0,0,00:00:00
Menu - Super Smash Bros. for 3DS,Junichi Nakatsuru,Super Smash Bros. Anthology - Vol. 01: Super Smash Bros.,Game,03:43,2014,2023-12-10T01:09:57Z,0,0,0,00:00:00
Menu - Super Smash Bros. for Wii U,Junichi Nakatsuru,Super Smash Bros. Anthology - Vol. 01: Super Smash Bros.,Game,03:48,2014,2023-12-10T01:09:57Z,0,0,0,00:00:00
Fighter Selection - Super Smash Bros.,Hirokazu Ando,Super Smash Bros. Anthology - Vol. 01: Super Smash Bros.,Game,00:37,1999,2023-12-10T01:09:57Z,0,1,0,00:00:00
Vs. Results,"Hirokazu Ando, Jeff Manning",Super Smash Bros. Anthology - Vol. 01: Super Smash Bros.,Game,01:16,1999,2023-12-10T01:09:57Z,0,0,0,00:00:00
Results Display Screen (Brawl),"Takahiro Nishi, Shogo Sakai, Masaaki Iwasaki",Super Smash Bros. Anthology - Vol. 01: Super Smash Bros.,Game,01:10,2008,2023-12-10T01:09:57Z,0,0,0,00:00:00
Results Screen - Super Smash Bros. for 3DS / Wii U,Hiroyuki Kawada,Super Smash Bros. Anthology - Vol. 01: Super Smash Bros.,Game,01:51,1999,2023-12-10T01:09:57Z,0,0,0,00:00:00
Battlefield - Super Smash Bros. Melee,Shogo Sakai,Super Smash Bros. Anthology - Vol. 01: Super Smash Bros.,Game,02:51,2001,2023-12-10T01:09:57Z,0,2,0,00:00:00
Battlefield - Super Smash Bros. Melee (Brawl),Shogo Sakai,Super Smash Bros. Anthology - Vol. 01: Super Smash Bros.,Game,02:49,2001,2023-12-10T01:09:57Z,0,1,5,00:00:00
Battlefield - Super Smash Bros. Melee (for 3DS / Wii U),Nobuko Toda,Super Smash Bros. Anthology - Vol. 01: Super Smash Bros.,Game,04:19,2014,2023-12-10T01:09:57Z,0,2,0,00:00:00
Battlefield - Super Smash Bros. Brawl,Shogo Sakai,Super Smash Bros. Anthology - Vol. 01: Super Smash Bros.,Game,03:04,2008,2023-12-10T01:09:57Z,0,0,0,00:00:00
Battlefield Ver. 2 - Super Smash Bros. Brawl,Kentaro Ishizaka,Super Smash Bros. Anthology - Vol. 01: Super Smash Bros.,Game,02:37,2008,2023-12-10T01:09:57Z,0,0,0,00:00:00
Battlefield - Super Smash Bros. for 3DS / Wii U,Keiki Kobayashi,Super Smash Bros. Anthology - Vol. 01: Super Smash Bros.,Game,03:54,2014,2023-12-10T01:09:57Z,0,1,0,00:00:00
Final Destination - Master Hand Approaches,Hirokazu Ando,Super Smash Bros. Anthology - Vol. 01: Super Smash Bros.,Game,00:16,1999,2023-12-10T01:09:57Z,0,0,0,00:00:00
Final Destination - Super Smash Bros.,Hirokazu Ando,Super Smash Bros. Anthology - Vol. 01: Super Smash Bros.,Game,02:50,1999,2023-12-10T01:09:57Z,0,1,0,00:00:00
Final Destination - Super Smash Bros. (No Intro),Hirokazu Ando,Super Smash Bros. Anthology - Vol. 01: Super Smash Bros.,Game,02:47,1999,2023-12-10T01:09:57Z,0,0,0,00:00:00
Final Destination - Super Smash Bros. Melee,"Jun Ishikawa, Hirokazu Ando",Super Smash Bros. Anthology - Vol. 01: Super Smash Bros.,Game,03:04,2001,2023-12-10T01:09:57Z,0,2,0,00:00:00
Giga Bowser,Shogo Sakai,Super Smash Bros. Anthology - Vol. 01: Super Smash Bros.,Game,03:07,2001,2023-12-10T01:09:57Z,0,0,0,00:00:00
Final Destination - Super Smash Bros. Brawl,Nobuo Uematsu,Super Smash Bros. Anthology - Vol. 01: Super Smash Bros.,Game,05:37,2008,2023-12-10T01:09:57Z,0,1,0,00:00:00
Final Destination - Master Hand (Brawl),Kentaro Ishizaka,Super Smash Bros. Anthology - Vol. 01: Super Smash Bros.,Game,05:45,2008,2023-12-10T01:09:57Z,0,0,0,00:00:00
Final Destination - Super Smash Bros. for 3DS / Wii U,Torine,Super Smash Bros. Anthology - Vol. 01: Super Smash Bros.,Game,04:55,2014,2023-12-10T01:09:57Z,0,0,0,00:00:00
Final Destination Ver. 2,Junichi Nakatsuru,Super Smash Bros. Anthology - Vol. 01: Super Smash Bros.,Game,04:18,2014,2023-12-10T01:09:57Z,0,0,0,00:00:00
Multi-Man Smash,Yoshihito Yano,Super Smash Bros. Anthology - Vol. 01: Super Smash Bros.,Game,04:33,2014,2023-12-10T01:09:57Z,0,0,0,00:00:00
Multi-Man Melee,Shogo Sakai,Super Smash Bros. Anthology - Vol. 01: Super Smash Bros.,Game,03:17,2001,2023-12-10T01:09:57Z,0,1,0,00:00:00
Multi-Man Melee 2,Shogo Sakai,Super Smash Bros. Anthology - Vol. 01: Super Smash Bros.,Game,03:06,2001,2023-12-10T01:09:57Z,0,0,0,00:00:00
Cruel Smash,Kentaro Ishizaka,Super Smash Bros. Anthology - Vol. 01: Super Smash Bros.,Game,02:29,2008,2023-12-10T01:09:57Z,0,0,0,00:00:00
1P Game: Vs. Challenger,Hirokazu Ando,Super Smash Bros. Anthology - Vol. 01: Super Smash Bros.,Game,00:05,1999,2023-12-10T01:09:57Z,0,0,0,00:00:00
1P Game: Vs. Master Hand,Hirokazu Ando,Super Smash Bros. Anthology - Vol. 01: Super Smash Bros.,Game,00:08,1999,2023-12-10T01:09:57Z,0,0,0,00:00:00
1P Game: Final Results,Hirokazu Ando,Super Smash Bros. Anthology - Vol. 01: Super Smash Bros.,Game,00:56,1999,2023-12-10T01:09:57Z,0,0,0,00:00:00
1P Game: Ending,Hirokazu Ando,Super Smash Bros. Anthology - Vol. 01: Super Smash Bros.,Game,00:13,1999,2023-12-10T01:09:57Z,0,0,0,00:00:00
Continue,Hirokazu Ando,Super Smash Bros. Anthology - Vol. 01: Super Smash Bros.,Game,00:06,1999,2023-12-10T01:09:57Z,0,0,0,00:00:00
Game Over,Hirokazu Ando,Super Smash Bros. Anthology - Vol. 01: Super Smash Bros.,Game,00:08,1999,2023-12-10T01:09:57Z,3,0,5,00:00:26
New Challenger Approaching!,Hirokazu Ando,Super Smash Bros. Anthology - Vol. 01: Super Smash Bros.,Game,00:04,1999,2023-12-10T01:09:57Z,2,0,3,00:00:09
Classic - Figurines (Melee),Shogo Sakai,Super Smash Bros. Anthology - Vol. 01: Super Smash Bros.,Game,00:09,2001,2023-12-10T01:09:57Z,0,0,0,00:00:00
Classic: Intro,"Hirokazu Ando, Shogo Sakai, Tadashi Ikegami",Super Smash Bros. Anthology - Vol. 01: Super Smash Bros.,Game,00:03,2001,2023-12-10T01:09:57Z,2,0,3,00:00:06
Classic: Ending (Melee),"Hirokazu Ando, Shogo Sakai, Tadashi Ikegami",Super Smash Bros. Anthology - Vol. 01: Super Smash Bros.,Game,00:07,2001,2023-12-10T01:09:57Z,0,0,0,00:00:00
New Challenger!,"Hirokazu Ando, Shogo Sakai, Tadashi Ikegami",Super Smash Bros. Anthology - Vol. 01: Super Smash Bros.,Game,00:05,2001,2023-12-10T01:09:57Z,0,0,0,00:00:00
Continue (Melee),"Hirokazu Ando, Shogo Sakai, Tadashi Ikegami",Super Smash Bros. Anthology - Vol. 01: Super Smash Bros.,Game,00:07,2001,2023-12-10T01:09:57Z,0,0,0,00:00:00
Game Over (Melee),"Hirokazu Ando, Shogo Sakai, Tadashi Ikegami",Super Smash Bros. Anthology - Vol. 01: Super Smash Bros.,Game,00:04,2001,2023-12-10T01:09:57Z,0,0,0,00:00:00
Classic: Stage Results (Brawl),"Takahiro Nishi, Shogo Sakai, Masaaki Iwasaki",Super Smash Bros. Anthology - Vol. 01: Super Smash Bros.,Game,00:45,2008,2023-12-10T01:09:57Z,0,0,0,00:00:00
Classic: Final Results (Brawl),"Takahiro Nishi, Shogo Sakai, Masaaki Iwasaki",Super Smash Bros. Anthology - Vol. 01: Super Smash Bros.,Game,01:15,2008,2023-12-10T01:09:57Z,0,0,0,00:00:00
Classic: Figurines (Brawl),"Takahiro Nishi, Shogo Sakai, Masaaki Iwasaki",Super Smash Bros. Anthology - Vol. 01: Super Smash Bros.,Game,00:11,2008,2023-12-10T01:09:57Z,0,0,0,00:00:00
Classic: Ending (Brawl),"Takahiro Nishi, Shogo Sakai, Masaaki Iwasaki",Super Smash Bros. Anthology - Vol. 01: Super Smash Bros.,Game,00:09,2008,2023-12-10T01:09:57Z,0,0,0,00:00:00
Continue (Brawl),"Takahiro Nishi, Shogo Sakai, Masaaki Iwasaki",Super Smash Bros. Anthology - Vol. 01: Super Smash Bros.,Game,00:07,2008,2023-12-10T01:09:57Z,0,0,0,00:00:00
Game Over (Brawl),"Takahiro Nishi, Shogo Sakai, Masaaki Iwasaki",Super Smash Bros. Anthology - Vol. 01: Super Smash Bros.,Game,00:05,2008,2023-12-10T01:09:57Z,0,0,0,00:00:00
Credits - Super Smash Bros.,Hirokazu Ando,Super Smash Bros. Anthology - Vol. 01: Super Smash Bros.,Game,02:14,1999,2023-12-10T01:09:57Z,0,0,0,00:00:00
Credits - Super Smash Bros. (Brawl),Yusuke Takahama,Super Smash Bros. Anthology - Vol. 01: Super Smash Bros.,Game,02:49,1999,2023-12-10T01:09:57Z,0,0,0,00:00:00
Credits - Super Smash Bros. (for 3DS / Wii U),Ryo Nagamatsu,Super Smash Bros. Anthology - Vol. 01: Super Smash Bros.,Game,04:14,1999,2023-12-10T01:09:57Z,0,0,0,00:00:00
Credits - Super Smash Bros. Brawl (Subspace Emissary),"Nobuo Uematsu, Hirokazu Ando, Shogo Sakai",Super Smash Bros. Anthology - Vol. 01: Super Smash Bros.,Game,04:17,2008,2023-12-10T01:09:57Z,0,1,0,00:00:00
Credits - Super Smash Bros. Brawl,"Hirokazu Ando, Shogo Sakai, Nobuo Uematsu",Super Smash Bros. Anthology - Vol. 01: Super Smash Bros.,Game,02:15,2008,2023-12-10T01:09:57Z,0,1,0,00:00:00
Credits - Super Smash Bros. for 3DS / Wii U,Torine,Super Smash Bros. Anthology - Vol. 01: Super Smash Bros.,Game,02:12,2014,2023-12-10T01:09:57Z,0,0,0,00:00:00
Bonus Game: Super Smash Bros.,Hirokazu Ando,Super Smash Bros. Anthology - Vol. 01: Super Smash Bros.,Game,01:21,1999,2023-12-10T01:09:57Z,0,0,0,00:00:00
Bonus Game: Fail,Hirokazu Ando,Super Smash Bros. Anthology - Vol. 01: Super Smash Bros.,Game,00:06,1999,2023-12-10T01:09:57Z,0,0,0,00:00:00
Meta Crystal,Hirokazu Ando,Super Smash Bros. Anthology - Vol. 01: Super Smash Bros.,Game,02:21,1999,2023-12-10T01:09:57Z,0,0,0,00:00:00
Duel Zone,Hirokazu Ando,Super Smash Bros. Anthology - Vol. 01: Super Smash Bros.,Game,01:39,1999,2023-12-10T01:09:57Z,0,0,0,00:00:00
Training Mode,Hirokazu Ando,Super Smash Bros. Anthology - Vol. 01: Super Smash Bros.,Game,05:27,1999,2023-12-10T01:09:57Z,0,1,0,00:00:00
Character Data,Hirokazu Ando,Super Smash Bros. Anthology - Vol. 01: Super Smash Bros.,Game,00:37,1999,2023-12-10T01:09:57Z,0,0,0,00:00:00
Targets!,Shogo Sakai,Super Smash Bros. Anthology - Vol. 01: Super Smash Bros.,Game,01:27,2001,2023-12-10T01:09:57Z,0,0,0,00:00:00
Metal Battle,"Hirokazu Ando, Shogo Sakai, Tadashi Ikegami",Super Smash Bros. Anthology - Vol. 01: Super Smash Bros.,Game,01:57,2001,2023-12-10T01:09:57Z,0,1,0,00:00:00
Trophies,"Hirokazu Ando, Shogo Sakai, Tadashi Ikegami",Super Smash Bros. Anthology - Vol. 01: Super Smash Bros.,Game,03:09,2001,2023-12-10T01:09:57Z,16,5,4,00:50:34
Tournament,"Hirokazu Ando, Shogo Sakai, Tadashi Ikegami",Super Smash Bros. Anthology - Vol. 01: Super Smash Bros.,Game,01:08,2001,2023-12-10T01:09:57Z,0,0,0,00:00:00
Tournament 2,"Hirokazu Ando, Shogo Sakai, Tadashi Ikegami",Super Smash Bros. Anthology - Vol. 01: Super Smash Bros.,Game,01:08,2001,2023-12-10T01:09:57Z,0,1,0,00:00:00
All-Star Intro,Shogo Sakai,Super Smash Bros. Anthology - Vol. 01: Super Smash Bros.,Game,01:03,2001,2023-12-10T01:09:57Z,23,1,5,00:24:12
Adventure Intro,"Hirokazu Ando, Shogo Sakai, Tadashi Ikegami",Super Smash Bros. Anthology - Vol. 01: Super Smash Bros.,Game,00:07,2001,2023-12-10T01:09:57Z,0,0,0,00:00:00
Warning Siren,"Hirokazu Ando, Shogo Sakai, Tadashi Ikegami",Super Smash Bros. Anthology - Vol. 01: Super Smash Bros.,Game,02:12,2001,2023-12-10T01:09:57Z,0,1,0,00:00:00
Retro Mix,"Hirokazu Ando, Shogo Sakai, Tadashi Ikegami",Super Smash Bros. Anthology - Vol. 01: Super Smash Bros.,Game,00:25,2001,2023-12-10T01:09:57Z,0,0,0,00:00:00
Target Smash!,"Takahiro Nishi, Shogo Sakai, Masaaki Iwasaki",Super Smash Bros. Anthology - Vol. 01: Super Smash Bros.,Game,01:42,2008,2023-12-10T01:09:57Z,0,0,0,00:00:00
Adventure Map,Kentaro Ishizaka,Super Smash Bros. Anthology - Vol. 01: Super Smash Bros.,Game,01:18,2008,2023-12-10T01:09:57Z,0,0,0,00:00:00
Save Point,"Takahiro Nishi, Shogo Sakai, Masaaki Iwasaki",Super Smash Bros. Anthology - Vol. 01: Super Smash Bros.,Game,01:36,2008,2023-12-10T01:09:57Z,0,0,0,00:00:00
Step: The Plain,"Takahiro Nishi, Shogo Sakai, Masaaki Iwasaki",Super Smash Bros. Anthology - Vol. 01: Super Smash Bros.,Game,02:30,2008,2023-12-10T01:09:57Z,0,1,0,00:00:00
Step: The Cave,"Takahiro Nishi, Shogo Sakai, Masaaki Iwasaki",Super Smash Bros. Anthology - Vol. 01: Super Smash Bros.,Game,03:18,2008,2023-12-10T01:09:57Z,0,0,0,00:00:00
Step: Subspace,"Takahiro Nishi, Shogo Sakai, Masaaki Iwasaki",Super Smash Bros. Anthology - Vol. 01: Super Smash Bros.,Game,03:07,2008,2023-12-10T01:09:57Z,0,2,0,00:00:00
Step: Subspace Ver. 2,"Takahiro Nishi, Shogo Sakai, Masaaki Iwasaki",Super Smash Bros. Anthology - Vol. 01: Super Smash Bros.,Game,03:20,2008,2023-12-10T01:09:57Z,0,1,0,00:00:00
Step: Subspace Ver. 3,"Takahiro Nishi, Shogo Sakai, Masaaki Iwasaki",Super Smash Bros. Anthology - Vol. 01: Super Smash Bros.,Game,03:48,2008,2023-12-10T01:09:57Z,0,1,0,00:00:00
Boss Battle Song 1,"Takahiro Nishi, Shogo Sakai, Masaaki Iwasaki",Super Smash Bros. Anthology - Vol. 01: Super Smash Bros.,Game,03:53,2008,2023-12-10T01:09:57Z,0,3,0,00:00:00
Boss Battle Song 2,"Takahiro Nishi, Shogo Sakai, Masaaki Iwasaki",Super Smash Bros. Anthology - Vol. 01: Super Smash Bros.,Game,03:23,2008,2023-12-10T01:09:57Z,0,1,0,00:00:00
Results Screen,"Takahiro Nishi, Shogo Sakai, Masaaki Iwasaki",Super Smash Bros. Anthology - Vol. 01: Super Smash Bros.,Game,01:24,2008,2023-12-10T01:09:57Z,0,1,0,00:00:00
Home-Run Contest,"Takahiro Nishi, Shogo Sakai, Masaaki Iwasaki",Super Smash Bros. Anthology - Vol. 01: Super Smash Bros.,Game,00:16,2008,2023-12-10T01:09:57Z,0,0,0,00:00:00
Trophy Gallery,"Takahiro Nishi, Shogo Sakai, Masaaki Iwasaki",Super Smash Bros. Anthology - Vol. 01: Super Smash Bros.,Game,04:59,2008,2023-12-10T01:09:57Z,18,5,5,01:29:55
Sticker Album / Album / Chronicle,"Takahiro Nishi, Shogo Sakai, Masaaki Iwasaki",Super Smash Bros. Anthology - Vol. 01: Super Smash Bros.,Game,01:09,2008,2023-12-10T01:09:57Z,0,0,0,00:00:00
Coin Launcher,"Takahiro Nishi, Shogo Sakai, Masaaki Iwasaki",Super Smash Bros. Anthology - Vol. 01: Super Smash Bros.,Game,01:53,2008,2023-12-10T01:09:57Z,0,1,0,00:00:00
Stage Builder,"Takahiro Nishi, Shogo Sakai, Masaaki Iwasaki",Super Smash Bros. Anthology - Vol. 01: Super Smash Bros.,Game,02:07,2008,2023-12-10T01:09:57Z,0,1,0,00:00:00
Tournament: Registration,"Takahiro Nishi, Shogo Sakai, Masaaki Iwasaki",Super Smash Bros. Anthology - Vol. 01: Super Smash Bros.,Game,01:26,2008,2023-12-10T01:09:57Z,0,0,0,00:00:00
Tournament: Grid,"Takahiro Nishi, Shogo Sakai, Masaaki Iwasaki",Super Smash Bros. Anthology - Vol. 01: Super Smash Bros.,Game,01:32,2008,2023-12-10T01:09:57Z,0,0,0,00:00:00
Tournament: Match End,"Takahiro Nishi, Shogo Sakai, Masaaki Iwasaki",Super Smash Bros. Anthology - Vol. 01: Super Smash Bros.,Game,01:26,2008,2023-12-10T01:09:57Z,0,0,0,00:00:00
All-Star Rest Area - Super Smash Bros. Brawl,"Takahiro Nishi, Shogo Sakai, Masaaki Iwasaki",Super Smash Bros. Anthology - Vol. 01: Super Smash Bros.,Game,01:21,2008,2023-12-10T01:09:57Z,15,2,5,00:20:20
Online Practice Stage - Super Smash Bros. Brawl,"Takahiro Nishi, Shogo Sakai, Masaaki Iwasaki",Super Smash Bros. Anthology - Vol. 01: Super Smash Bros.,Game,01:04,2008,2023-12-10T01:09:57Z,15,2,5,00:16:03
Classic: Map,Junichi Nakatsuru,Super Smash Bros. Anthology - Vol. 01: Super Smash Bros.,Game,00:52,2014,2023-12-10T01:09:57Z,0,0,0,00:00:00
Classic: Map (3DS),Junichi Nakatsuru,Super Smash Bros. Anthology - Vol. 01: Super Smash Bros.,Game,01:44,2014,2023-12-10T01:09:57Z,0,0,0,00:00:00
Classic: V.s,Rio Hamamoto,Super Smash Bros. Anthology - Vol. 01: Super Smash Bros.,Game,00:07,2014,2023-12-10T01:09:57Z,0,0,0,00:00:00
Classic: V.s (3DS),Junichi Nakatsuru,Super Smash Bros. Anthology - Vol. 01: Super Smash Bros.,Game,00:09,2014,2023-12-10T01:09:57Z,0,0,0,00:00:00
Classic: Results Screen,Rio Hamamoto,Super Smash Bros. Anthology - Vol. 01: Super Smash Bros.,Game,01:55,2014,2023-12-10T01:09:57Z,0,1,0,00:00:00
Classic: Final Results,Torine,Super Smash Bros. Anthology - Vol. 01: Super Smash Bros.,Game,02:33,2014,2023-12-10T01:09:57Z,0,0,0,00:00:00
Classic: Fail,Rio Hamamoto,Super Smash Bros. Anthology - Vol. 01: Super Smash Bros.,Game,01:28,2014,2023-12-10T01:09:57Z,0,0,0,00:00:00
Game Over (3DS / Wii U),Rio Hamamoto,Super Smash Bros. Anthology - Vol. 01: Super Smash Bros.,Game,00:09,2014,2023-12-10T01:09:57Z,1,0,3,00:00:09
Master Hand - Super Smash Bros. for 3DS / Wii U,LindaAI-CUE,Super Smash Bros. Anthology - Vol. 01: Super Smash Bros.,Game,04:10,2014,2023-12-10T01:09:57Z,0,0,0,00:00:00
Master Core,LindaAI-CUE,Super Smash Bros. Anthology - Vol. 01: Super Smash Bros.,Game,06:41,2014,2023-12-10T01:09:57Z,0,0,0,00:00:00
Master Fortress: First Wave,LindaAI-CUE,Super Smash Bros. Anthology - Vol. 01: Super Smash Bros.,Game,04:05,2014,2023-12-10T01:09:57Z,0,0,0,00:00:00
Master Fortress: Second Wave,LindaAI-CUE,Super Smash Bros. Anthology - Vol. 01: Super Smash Bros.,Game,05:12,2014,2023-12-10T01:09:57Z,0,0,0,00:00:00
Master Orders: Ticket Selection,Torine,Super Smash Bros. Anthology - Vol. 01: Super Smash Bros.,Game,01:37,2014,2023-12-10T01:09:57Z,0,0,0,00:00:00
Master Orders: Reward,Katsuro Tajima,Super Smash Bros. Anthology - Vol. 01: Super Smash Bros.,Game,00:49,2014,2023-12-10T01:09:57Z,0,0,0,00:00:00
Master Orders: Defeat,Katsuro Tajima,Super Smash Bros. Anthology - Vol. 01: Super Smash Bros.,Game,00:08,2014,2023-12-10T01:09:57Z,0,0,0,00:00:00
Crazy Orders: Stage Select,Torine,Super Smash Bros. Anthology - Vol. 01: Super Smash Bros.,Game,01:35,2014,2023-12-10T01:09:57Z,0,0,0,00:00:00
Crazy Orders: Final Battle Victory,Torine,Super Smash Bros. Anthology - Vol. 01: Super Smash Bros.,Game,01:23,2014,2023-12-10T01:09:57Z,0,0,0,00:00:00
Crazy Orders: Final Battle Defeat,Rio Hamamoto,Super Smash Bros. Anthology - Vol. 01: Super Smash Bros.,Game,01:36,2014,2023-12-10T01:09:57Z,0,0,0,00:00:00
Target Blast,Hiroki Hashimoto,Super Smash Bros. Anthology - Vol. 01: Super Smash Bros.,Game,00:12,2014,2023-12-10T01:09:57Z,0,0,0,00:00:00
Trophy Rush,Katsuro Tajima,Super Smash Bros. Anthology - Vol. 01: Super Smash Bros.,Game,05:35,2014,2023-12-10T01:09:57Z,0,1,0,00:00:00
Trophy Rush - Fever,Unknown,Super Smash Bros. Anthology - Vol. 01: Super Smash Bros.,Game,00:07,2014,2023-12-10T01:09:57Z,1,0,2,00:00:07
Trophy Shop,Hiroyuki Kawada,Super Smash Bros. Anthology - Vol. 01: Super Smash Bros.,Game,01:36,2014,2023-12-10T01:09:57Z,0,0,0,00:00:00
Gallery/Hoard,Yoshinori Hirai,Super Smash Bros. Anthology - Vol. 01: Super Smash Bros.,Game,04:33,2014,2023-12-10T01:09:57Z,0,0,0,00:00:00
Replay/Album/Records,Yoshinori Hirai,Super Smash Bros. Anthology - Vol. 01: Super Smash Bros.,Game,02:25,2014,2023-12-10T01:09:57Z,0,0,0,00:00:00
All-Star Rest Area - Super Smash Bros. for 3DS / Wii U,Taku Inoue,Super Smash Bros. Anthology - Vol. 01: Super Smash Bros.,Game,01:15,2014,2023-12-10T01:09:57Z,0,1,0,00:00:00
Online Practice Stage - Super Smash Bros. for 3DS / Wii U,Taku Inoue,Super Smash Bros. Anthology - Vol. 01: Super Smash Bros.,Game,02:19,2014,2023-12-10T01:09:57Z,0,0,0,00:00:00
StreetSmash,Taku Inoue,Super Smash Bros. Anthology - Vol. 01: Super Smash Bros.,Game,01:07,2014,2023-12-10T01:09:57Z,0,1,0,00:00:00
Tournament: Entry,Junichi Nakatsuru,Super Smash Bros. Anthology - Vol. 01: Super Smash Bros.,Game,03:19,2014,2023-12-10T01:09:57Z,0,0,0,00:00:00
Tournament: Spectator,Katsuro Tajima,Super Smash Bros. Anthology - Vol. 01: Super Smash Bros.,Game,02:48,2014,2023-12-10T01:09:57Z,0,0,0,00:00:00
Tournament: Final Results,Katsuro Tajima,Super Smash Bros. Anthology - Vol. 01: Super Smash Bros.,Game,01:07,2014,2023-12-10T01:09:57Z,0,0,0,00:00:00
Events,Katsuro Tajima,Super Smash Bros. Anthology - Vol. 01: Super Smash Bros.,Game,02:29,2014,2023-12-10T01:09:57Z,0,0,0,00:00:00
Smash Tour: Map,Hiroki Hashimoto,Super Smash Bros. Anthology - Vol. 01: Super Smash Bros.,Game,02:12,2014,2023-12-10T01:09:57Z,0,1,0,00:00:00
Smash Tour: Map (5 Turns Left),Hiroki Hashimoto,Super Smash Bros. Anthology - Vol. 01: Super Smash Bros.,Game,01:51,2014,2023-12-10T01:09:57Z,0,0,0,00:00:00
Smash Tour: Battle,Hiroki Hashimoto,Super Smash Bros. Anthology - Vol. 01: Super Smash Bros.,Game,00:08,2014,2023-12-10T01:09:57Z,0,0,0,00:00:00
Orne Jingle,Unknown,Super Smash Bros. Anthology - Vol. 01: Super Smash Bros.,Game,01:05,2014,2023-12-10T01:09:57Z,0,0,0,00:00:00
Reaper Jingle,Unknown,Super Smash Bros. Anthology - Vol. 01: Super Smash Bros.,Game,00:16,2014,2023-12-10T01:09:57Z,0,0,0,00:00:00
Mario Circuit - Super Mario Kart,Yusuke Takahama,Super Smash Bros. Anthology - Vol. 03: Mario Kart,Game,02:27,2008,2023-12-10T01:09:57Z,0,0,0,00:00:00
Luigi Raceway - Mario Kart 64,Yasufumi Fukuda,Super Smash Bros. Anthology - Vol. 03: Mario Kart,Game,03:39,2008,2023-12-10T01:09:57Z,0,1,0,00:00:00
Rainbow Road - Mario Kart: Double Dash!!,Kenta Nagata,Super Smash Bros. Anthology - Vol. 03: Mario Kart,Game,02:56,2003,2023-12-10T01:09:57Z,0,0,0,00:00:00
Waluigi Pinball - Mario Kart DS,Kentaro Ishizaka,Super Smash Bros. Anthology - Vol. 03: Mario Kart,Game,02:48,2008,2023-12-10T01:09:57Z,0,1,0,00:00:00
